4	343.752943
4	327.779116
4	300.371379
4	369.111836
4	1824.557818
4	2321.909538
4	382.521960
4	312.686928
4	422.081444
4	399.769093
4	2181.948305
4	2047.942330
4	1929.257969
4	2270.101178
4	3173.434545
4	2752.311253
4	2847.477704
4	1460.220669
4	926.069981
4	1040.292614
4	1441.626385
4	1485.939299
4	2735.761048
4	281.504269
4	3693.785206
4	2221.022870
4	285.711673
4	254.700108
4	312.338560
4	435.174455
4	1883.764213
4	2890.307066
4	2968.495359
4	3312.607453
4	1092.659730
4	2454.770847
4	2749.745649
4	2504.382670
4	335.603805
4	315.823350
4	352.597622
4	321.087072
4	2163.429815
4	382.920519
4	439.027817
4	457.526866
4	427.282866
4	1559.108938
4	2377.962942
4	2051.433542
4	2861.353134
4	475.844469
4	2614.973863
4	2521.088909
4	785.757053
4	1654.095541
4	1674.545403
4	686.666987
4	1581.052665
4	767.103532
4	663.537864
4	482.542342
4	478.937984
4	1996.111575
4	1440.515359
4	1427.295019
4	2426.036221
4	1899.007009
4	1550.543853
4	1987.615170
4	1703.458532
4	1197.844359
4	389.883004
4	2070.929330
4	1683.994975
4	1361.314703
4	1899.786274
4	1867.901973
4	1667.278002
4	2730.181612
4	1070.466681
4	2125.931690
4	1028.900794
4	1125.503804
4	44.548532
4	1545.189054
4	1076.677760
4	2483.805588
4	1386.268456
4	1883.303012
4	1844.923141
4	1776.956429
4	2893.644111
4	2259.938078
4	2169.225630
4	2545.941515
4	2178.639744
4	393.324033
4	1113.362578
4	1476.980520
4	1481.837122
4	1709.550747
4	1958.307631
4	1906.657667
4	1660.544792
4	2293.898917
4	1954.590943
4	1745.091059
4	171.391326
4	1952.514839
4	1672.833847
4	2123.448821
4	2121.516205
4	2454.602134
4	393.382519
4	2571.414612
4	265.691120
4	1880.526397
4	1408.530058
4	434.145359
4	339.904249
4	430.911524
4	387.801773
4	1164.789802
4	2324.127464
4	1594.204747
4	1540.796438
4	1728.040920
4	1586.264221
4	2173.535037
4	2592.823066
4	3385.893690
4	3089.375637
4	1523.291895
4	2111.031830
4	1755.667294
4	1516.785507
4	2112.329456
4	1245.164094
4	1851.567259
4	1696.312556
4	1407.814214
4	1736.496999
4	1161.687095
4	2498.788088
4	2525.966940
4	163.349581
4	2285.959863
4	1295.847069
4	2034.178263
4	1533.735274
4	2157.911659
4	1881.202088
4	1992.833770
4	2392.957049
4	1359.116683
4	959.578707
4	739.839233
4	1326.048905
4	1864.256059
4	2505.210839
4	899.404325
4	1390.474416
4	2152.356723
4	1689.805740
4	1643.558238
4	2162.657820
4	2309.927607
4	204.933781
4	178.932169
4	175.642588
4	174.758846
4	1517.464499
4	715.535858
4	1474.258706
4	879.668400
4	1083.417750
4	2028.216549
4	2082.283515
4	1241.340101
4	1533.702342
4	1318.023176
4	2005.949647
4	1889.287739
4	2219.883944
4	508.473456
4	339.041205
4	418.830099
4	424.449659
4	1493.799239
4	820.734377
4	293.704215
4	373.303708
4	397.859358
4	400.113792
4	1538.385803
4	2789.968390
4	2786.089612
4	1287.506679
4	1423.921308
4	219.474451
4	231.605970
4	224.557369
4	169.345200
4	2956.646690
4	2385.979982
4	979.296689
4	1835.984189
4	2150.787403
4	17.978285
4	1311.067904
4	1834.865752
